long	lat	str1	dip1	r1	str2	dip2	r3	mo	exp	mw	code	dip	rake	dip_rake	svg
126.24	6.27	236	30	-173	140	87	-60	13.49	23	5.386674633	081097B	30	-175	30_-175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-175.svg
125.88	24.9	143	36	67	351	57	106	1.85	25	6.144781152	081397B	35	65	35_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_65.svg
126.15	7.05	195	27	-159	87	81	-65	11.11	23	5.330476039	081997A	25	-160	25_-160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-160.svg
126.86	7.13	213	16	94	28	74	89	6.09	23	5.156411528	082197B	15	95	15_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_95.svg
127.08	5.19	177	32	45	47	68	114	7.52	23	5.21747856	082397A	30	45	30_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_45.svg
120.59	21.22	5	2	-134	229	88	-88	1.46	24	5.409568571	082497B	0	-135	0_-135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\0_-135.svg
120.76	21.75	201	26	-43	330	72	-110	10.48	23	5.313574188	082497D	25	-45	25_-45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-45.svg
126.45	5.8	231	47	138	353	60	51	1.42	24	5.401525563	082597A	45	140	45_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_140.svg
126.93	5.37	197	32	93	14	58	88	1.81	24	5.471785717	082997D	30	95	30_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_95.svg
120.57	13.93	34	55	-178	303	88	-35	4.17	23	5.04675737	090797D	55	-180	55_-180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_-180.svg
126.93	8.03	169	42	70	15	51	107	1.46	25	6.076235237	091597B	40	70	40_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_70.svg
121.01	19.7	40	32	107	200	60	80	2.58	24	5.574413137	091797C	30	105	30_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_105.svg
126.31	10.14	165	44	58	26	54	117	4.51	23	5.069451028	092697H	45	60	45_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_60.svg
126.05	5.58	148	24	91	327	66	90	6.34	24	5.834726172	100597G	25	90	25_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_90.svg
126.46	9.81	168	39	50	35	61	118	10.74	23	5.320669521	100697A	40	50	40_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_50.svg
125.95	9.79	110	40	18	6	78	128	5.23	25	6.445667793	100697C	40	20	40_20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_20.svg
122.57	24.86	149	27	-135	17	71	-70	2.11	24	5.516188304	101197E	25	-135	25_-135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-135.svg
127.82	7.1	359	34	-99	190	56	-84	2.73	24	5.590775098	102697B	35	-100	35_-100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-100.svg
128.74	25.85	184	32	40	58	70	116	6.66	23	5.182316153	112697D	30	40	30_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_40.svg
123.58	6.79	248	21	-36	12	78	-107	2.08	24	5.512042223	120297C	20	-35	20_-35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_-35.svg
126.19	9.85	168	29	53	29	67	108	7.91	23	5.232117656	122097D	30	55	30_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_55.svg
119.69	15.14	4	25	70	206	67	99	2.55	24	5.571026787	122297F	25	70	25_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_70.svg
125.25	12.75	201	41	-30	314	71	-127	9.35	23	5.280541074	122397B	40	-30	40_-30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_-30.svg
125.43	13.13	259	20	-160	150	83	-71	8.59	23	5.255995443	122397C	20	-160	20_-160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_-160.svg
121.31	22.64	196	57	6	102	85	147	7.3	23	5.208881907	011898B	55	5	55_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_5.svg
125.24	10.35	9	63	22	268	70	151	2.33	24	5.544903947	021198C	65	20	65_20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_20.svg
122.06	20.7	37	35	-36	158	70	-120	4.67	24	5.746211254	030898A	35	-35	35_-35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-35.svg
126.7	6.36	238	36	152	351	74	57	4.05	24	5.704970015	031198A	35	150	35_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_150.svg
126.42	9.65	162	40	53	26	59	117	1.36	24	5.389025939	040498C	40	55	40_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_55.svg
124.75	4.51	148	46	-137	25	61	-53	10.85	23	5.323619825	042598A	45	-135	45_-135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-135.svg
126.6	4.86	193	34	85	19	56	93	10.71	23	5.319859647	050298A	35	85	35_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_85.svg
125.53	22.37	139	82	1	49	89	172	1.83	27	7.474967393	050398D	80	0	80_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_0.svg
120.71	18.94	61	28	125	202	67	73	5.35	24	5.785569188	050698A	30	125	30_125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_125.svg
123.64	12.63	26	43	-156	278	74	-49	5.42	23	5.122666191	050798B	45	-155	45_-155	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-155.svg
125.16	22.54	231	80	176	322	86	10	6.16	23	5.159720475	050798C	80	175	80_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_175.svg
121.05	19.4	15	49	54	243	52	124	4.1	23	5.041855904	050798D	50	55	50_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_55.svg
125.45	22.57	230	65	158	330	71	27	8.44	23	5.250894964	050898D	65	160	65_160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_160.svg
120.63	20.75	160	32	63	12	62	106	5.99	23	5.151617882	050998C	30	65	30_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_65.svg
123.86	8.29	242	23	-68	39	69	-99	12.65	24	6.034727017	052398F	25	-70	25_-70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_-70.svg
125.56	21.9	44	63	161	142	73	28	0.89	24	5.266260004	052798A	65	160	65_160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_160.svg
121.02	19.19	33	27	84	220	63	93	1.58	24	5.432438058	061098C	25	85	25_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_85.svg
126.75	7.16	356	57	179	87	89	33	5.53	23	5.128483421	070398C	55	180	55_180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_180.svg
121.25	20.15	63	23	103	230	67	85	11.32	23	5.335897618	070798E	25	105	25_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_105.svg
123.24	23.21	138	71	-4	230	86	-161	7.48	23	5.215934399	071298B	70	-5	70_-5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_-5.svg
120.46	23.52	37	36	97	208	54	85	4.31	24	5.722984847	071798B	35	95	35_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_95.svg
125.71	6.03	33	47	24	286	73	134	7.59	23	5.220161184	071898E	45	25	45_25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_25.svg
121.79	21.43	160	77	-10	252	81	-167	1.73	25	6.125364069	072498C	75	-10	75_-10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_-10.svg
124.15	12.37	54	74	172	147	83	16	8.92	23	5.266909903	080198B	75	170	75_170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_170.svg
125.23	6.93	202	17	131	340	77	79	9.35	23	5.280541074	080598E	15	130	15_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_130.svg
122.95	24.71	13	39	0	283	90	129	12.16	23	5.356622383	081198A	40	0	40_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_0.svg
119.22	15.81	355	25	76	190	65	97	1.44	24	5.405574995	082298C	25	75	25_75	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_75.svg
124.5	4.85	201	33	129	336	65	67	1.3	24	5.375962235	082398A	35	130	35_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_130.svg
119.88	14.69	158	35	80	350	56	97	1.15	25	6.007131894	082398B	35	80	35_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_80.svg
119.97	15.06	191	45	118	334	52	65	1.27	24	5.369202481	083198B	45	120	45_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_120.svg
126.95	5.43	255	42	115	42	53	69	2.09	26	6.846764191	090298A	40	115	40_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_115.svg
126.27	7.92	343	58	-9	78	82	-147	4.42	23	5.063614846	090398A	60	-10	60_-10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\60_-10.svg
125.06	10.39	30	80	180	120	90	10	10.26	23	5.307431574	090398D	80	180	80_180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_180.svg
117.25	14.37	200	31	66	47	62	103	9.71	23	5.291479487	090698A	30	65	30_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_65.svg
127.66	5.73	188	52	30	79	67	138	5.14	23	5.107308746	091098A	50	30	50_30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_30.svg
122.81	24.1	318	55	40	203	58	138	1.22	24	5.35757322	091398A	55	40	55_40	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_40.svg
127.28	5.71	242	52	143	356	62	44	6.07	23	5.155459127	092898B	50	145	50_145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_145.svg
126.77	6.96	191	32	127	330	65	70	10.37	23	5.310519171	101098C	30	125	30_125	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_125.svg
121.38	19.96	353	19	35	229	79	106	12.75	23	5.370340123	101698D	20	35	20_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_35.svg
120.72	19.21	36	32	87	219	58	92	9.01	23	5.269816527	110398B	30	85	30_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_85.svg
124.8	12.96	113	37	-32	230	71	-123	7.54	24	5.884914231	110598D	35	-30	35_-30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-30.svg
124.89	12.67	26	48	-146	271	65	-48	8.07	23	5.23791569	110698C	50	-145	50_-145	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_-145.svg
126.99	6.59	150	27	61	2	66	104	4.84	23	5.089896908	111698B	25	60	25_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_60.svg
120.6	22.74	175	48	122	312	51	60	11.29	23	5.335129295	111798D	50	120	50_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_120.svg
126.23	5.37	325	20	60	177	73	101	4.66	24	5.745590611	111998C	20	60	20_60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_60.svg
125.78	22.58	314	87	-2	44	88	-177	3.27	25	6.309698502	111998D	85	0	85_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\85_0.svg
119.93	13.27	247	72	161	343	72	19	10.16	23	5.304595805	112398A	70	160	70_160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_160.svg
120.54	20.41	201	47	48	74	58	125	1.32	24	5.380382621	120498B	45	50	45_50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_50.svg
126.34	5.73	198	20	122	344	73	79	1.37	24	5.391147045	010699A	20	120	20_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_120.svg
126.78	4.66	43	53	166	141	79	37	7.2	23	5.204888331	011299F	55	165	55_165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\55_165.svg
126.91	4.4	185	29	67	32	63	102	11.2	23	5.332812015	012599D	30	65	30_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_65.svg
126.58	7.42	39	30	-23	149	79	-118	6.99	23	5.196318117	012699G	30	-25	30_-25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-25.svg
120.94	19.37	46	33	106	207	59	80	9.92	24	5.964341115	020699B	35	105	35_105	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_105.svg
122.5	23.92	291	27	130	68	70	72	8.05	24	5.90386392	022299D	25	130	25_130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_130.svg
122.03	5.38	340	37	84	167	54	94	4.92	26	7.094643402	030499H	35	85	35_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_85.svg
122.58	5.4	336	32	80	168	59	96	8.59	24	5.922662109	030599C	30	80	30_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_80.svg
121.56	5.31	139	19	82	327	71	93	6.1	23	5.156886557	030699B	20	80	20_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_80.svg
121.87	5.24	189	43	120	330	54	65	4.42	23	5.063614846	031199A	45	120	45_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_120.svg
126.38	5.59	3	72	-4	95	87	-162	1.86	24	5.479675296	032199B	70	-5	70_-5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_-5.svg
123.74	5.64	157	45	99	325	46	81	7.44	24	5.881048624	051899H	45	100	45_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_100.svg
126.61	4.09	149	19	28	33	81	107	12.47	23	5.363910969	052199E	20	30	20_30	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_30.svg
126.65	9.44	320	8	-24	73	87	-98	1.28	24	5.371473313	052299B	10	-25	10_-25	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_-25.svg
125.17	12.81	313	33	-94	138	57	-88	4.31	23	5.05631818	052599A	35	-95	35_-95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-95.svg
119.81	15.27	247	17	-34	10	81	-104	8.27	23	5.245003673	052799A	15	-35	15_-35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-35.svg
122.28	24.36	51	41	158	158	76	51	12.43	23	5.362980752	060399C	40	160	40_160	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_160.svg
126	8.57	163	70	16	68	75	160	3.64	24	5.674067589	060799A	70	15	70_15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_15.svg
126.18	8.35	67	69	165	163	76	22	2.34	24	5.546143905	060999C	70	165	70_165	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_165.svg
127.01	5.52	264	64	151	8	65	29	5.12	25	6.439513307	061899A	65	150	65_150	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_150.svg
126.6	5.38	38	41	100	204	50	81	6.35	23	5.168515817	061899D	40	100	40_100	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_100.svg
126.49	4.09	298	23	45	165	74	106	2.36	24	5.548608002	062599B	25	45	25_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_45.svg
127.55	5.05	11	29	56	229	66	108	13.54	23	5.387745776	063099A	30	55	30_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_55.svg
127.11	5.66	15	47	46	250	58	127	3.91	24	5.694784505	071299C	45	45	45_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_45.svg
126.72	8.47	201	33	-59	346	62	-109	6.37	23	5.169426288	072399B	35	-60	35_-60	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_-60.svg
127.37	6.43	108	25	36	345	76	110	1.34	24	5.384736532	072399C	25	35	25_35	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_35.svg
125.18	12.16	161	21	22	50	82	109	13.41	23	5.384952519	080399B	20	20	20_20	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_20.svg
126.3	6.68	328	49	176	61	87	41	8.93	23	5.267234306	080399F	50	175	50_175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_175.svg
127.26	5.63	166	40	68	14	53	108	1.04	24	5.31135556	080899A	40	70	40_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_70.svg
126.52	7.15	228	45	-50	358	57	-123	6.26	23	5.164382889	081099A	45	-50	45_-50	C:\OSGeo4W64\apps\qgis\svg\zfocmech\45_-50.svg
124.27	12.06	327	70	4	235	86	160	1.49	24	5.415457512	081599A	70	5	70_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_5.svg
126.99	6.07	220	21	122	6	72	78	4.76	23	5.085071302	082599C	20	120	20_120	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_120.svg
126.29	10.42	168	33	63	19	61	106	7.72	24	5.891744867	082699A	35	65	35_65	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_65.svg
120.55	19.04	11	29	69	215	63	101	3.84	24	5.68955415	082699H	30	70	30_70	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_70.svg
126.52	5.88	346	42	47	217	61	122	9.36	23	5.280850566	090199B	40	45	40_45	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_45.svg
123.73	7.4	291	86	3	201	87	176	1.73	24	5.458697402	090899A	85	5	85_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\85_5.svg
121.71	22.37	186	19	112	343	73	83	1.44	24	5.405574995	091099D	20	110	20_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_110.svg
120.8	24.15	37	25	96	211	65	87	3.38	27	7.652611134	092099D	25	95	25_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_95.svg
120.69	23.6	246	89	179	336	89	1	4.83	25	6.422631421	092099Q	90	180	90_180	C:\OSGeo4W64\apps\qgis\svg\zfocmech\90_180.svg
120.71	24.12	212	74	9	119	81	164	7.1	23	5.200838899	092199G	75	10	75_10	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_10.svg
120.84	23.83	327	12	55	183	80	97	5.03	25	6.434378657	092299A	10	55	10_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_55.svg
120.72	23.74	3	25	97	175	65	87	6.31	24	5.833352906	092299B	25	95	25_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_95.svg
121.01	23.56	294	18	0	24	90	-108	9.29	23	5.278677143	092299D	20	0	20_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_0.svg
120.9	24	350	13	83	178	77	92	8.83	23	5.263973802	092399A	15	85	15_85	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_85.svg
120.84	23.77	12	38	80	205	52	98	5.09	23	5.104478522	092599B	40	80	40_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_80.svg
120.87	23.88	12	20	95	187	70	88	6.01	25	6.485916315	092599E	20	95	20_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_95.svg
121.64	24.46	91	18	153	207	82	74	6.99	23	5.196318117	100199A	20	155	20_155	C:\OSGeo4W64\apps\qgis\svg\zfocmech\20_155.svg
122.57	24.16	259	12	94	75	78	89	6.1	23	5.156886557	100299A	10	95	10_95	C:\OSGeo4W64\apps\qgis\svg\zfocmech\10_95.svg
125.31	13.9	265	70	-174	173	84	-21	10.38	23	5.310798236	100799C	70	-175	70_-175	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_-175.svg
121.28	23.56	90	3	140	220	88	87	12.84	23	5.372376682	101899G	5	140	5_140	C:\OSGeo4W64\apps\qgis\svg\zfocmech\5_140.svg
123.94	6.18	126	32	-130	350	66	-68	5.56	23	5.130049861	102099F	30	-130	30_-130	C:\OSGeo4W64\apps\qgis\svg\zfocmech\30_-130.svg
125.27	14.05	163	71	-16	258	75	-160	3.04	24	5.621915722	102199B	70	-15	70_-15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\70_-15.svg
123.23	23.52	281	25	137	51	73	71	6.1	23	5.156886557	102199D	25	135	25_135	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_135.svg
120.2	23.57	178	49	54	46	52	125	6.95	24	5.861323203	102299A	50	55	50_55	C:\OSGeo4W64\apps\qgis\svg\zfocmech\50_55.svg
120.34	23.59	327	78	0	237	90	168	2.51	24	5.566449148	102299B	80	0	80_0	C:\OSGeo4W64\apps\qgis\svg\zfocmech\80_0.svg
121.94	23.38	162	64	13	66	78	154	13.34	23	5.38343722	103099B	65	15	65_15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\65_15.svg
121.59	23.38	218	38	108	15	54	76	3.29	25	6.311463932	110199B	40	110	40_110	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_110.svg
121.83	19.79	166	74	7	74	84	164	5.65	23	5.134698965	110399A	75	5	75_5	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_5.svg
126.54	5.85	353	73	15	259	76	162	3.17	23	4.967372841	110499A	75	15	75_15	C:\OSGeo4W64\apps\qgis\svg\zfocmech\75_15.svg
126.78	5.43	189	25	90	10	65	90	1.43	24	5.403557358	120599B	25	90	25_90	C:\OSGeo4W64\apps\qgis\svg\zfocmech\25_90.svg
126.55	6.09	34	37	114	186	56	73	1.14	24	5.337936568	120899A	35	115	35_115	C:\OSGeo4W64\apps\qgis\svg\zfocmech\35_115.svg
126.51	5.95	199	42	80	32	49	99	5.83	23	5.143779037	120899E	40	80	40_80	C:\OSGeo4W64\apps\qgis\svg\zfocmech\40_80.svg
119.64	15.87	112	13	-169	11	88	-77	8.9	26	7.266260004	121199G	15	-170	15_-170	C:\OSGeo4W64\apps\qgis\svg\zfocmech\15_-170.svg
